logFC,logCPM,F,PValue,FDR,transcript,contrast,Chr,Start,End,ERV_ID,locus
1.83074282216837,9.12413342876069,13.9763684465028,0.000268967737772479,0.0216041828081765,HML3_4q34.1a,ADVANCED_LIMITED,chr4,175903983,175910199,HML3,4q34
1.83074282216837,9.12413342876069,13.9763684465028,0.000268967737772479,0.0216041828081765,HML3_4q34.1a,ADVANCED_LIMITED,chr4,175904482,175905015,HML3,4q34
1.83074282216837,9.12413342876069,13.9763684465028,0.000268967737772479,0.0216041828081765,HML3_4q34.1a,ADVANCED_LIMITED,chr4,175905673,175905982,HML3,4q34
1.83074282216837,9.12413342876069,13.9763684465028,0.000268967737772479,0.0216041828081765,HML3_4q34.1a,ADVANCED_LIMITED,chr4,175906063,175910199,HML3,4q34
2.01644957239042,7.831939505484,13.8162912057677,0.000290621469678063,0.0229729352221707,HML2_16p11.2b,ADVANCED_LIMITED,chr16,34231396,34231474,HML2,16p11
2.01644957239042,7.831939505484,13.8162912057677,0.000290621469678063,0.0229729352221707,HML2_16p11.2b,ADVANCED_LIMITED,chr16,34231396,34234142,HML2,16p11
2.01644957239042,7.831939505484,13.8162912057677,0.000290621469678063,0.0229729352221707,HML2_16p11.2b,ADVANCED_LIMITED,chr16,34231473,34233089,HML2,16p11
2.01644957239042,7.831939505484,13.8162912057677,0.000290621469678063,0.0229729352221707,HML2_16p11.2b,ADVANCED_LIMITED,chr16,34233184,34234142,HML2,16p11
1.60510998638933,5.18919343047048,13.7579972885507,0.000298942357446856,0.0232614521888335,ERVL_6q22.33,ADVANCED_LIMITED,chr6,127215666,127219520,ERVL,6q22
1.60510998638933,5.18919343047048,13.7579972885507,0.000298942357446856,0.0232614521888335,ERVL_6q22.33,ADVANCED_LIMITED,chr6,127215666,127220895,ERVL,6q22
1.60510998638933,5.18919343047048,13.7579972885507,0.000298942357446856,0.0232614521888335,ERVL_6q22.33,ADVANCED_LIMITED,chr6,127219859,127220307,ERVL,6q22
1.60510998638933,5.18919343047048,13.7579972885507,0.000298942357446856,0.0232614521888335,ERVL_6q22.33,ADVANCED_LIMITED,chr6,127220399,127220466,ERVL,6q22
1.60510998638933,5.18919343047048,13.7579972885507,0.000298942357446856,0.0232614521888335,ERVL_6q22.33,ADVANCED_LIMITED,chr6,127220474,127220895,ERVL,6q22
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37871883,37872098,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37871883,37876861,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37873513,37873875,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37874707,37875150,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37875455,37875753,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37876357,37876383,MER4,8p11
-2.03968643949174,5.94556521516129,13.7015665919302,0.00030722919805445,0.0232647014632176,MER4_8p11.23,ADVANCED_LIMITED,chr8,37876411,37876861,MER4,8p11
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182434202,182436937,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182434202,182442902,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182437247,182438261,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182438569,182438821,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182439100,182439406,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182439723,182441131,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182441110,182441756,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182441818,182442401,LTR25,3q26
-2.00689679990153,5.8607409272187,13.6433157603551,0.000316029715084344,0.0232647014632176,LTR25_3q26.33a,ADVANCED_LIMITED,chr3,182442713,182442902,LTR25,3q26
-1.820951144426,5.44376785990103,13.641381268581,0.000316326356926142,0.0232647014632176,MER101_3q27.2,ADVANCED_LIMITED,chr3,184980431,184980521,MER101,3q27
-1.820951144426,5.44376785990103,13.641381268581,0.000316326356926142,0.0232647014632176,MER101_3q27.2,ADVANCED_LIMITED,chr3,184980431,184983500,MER101,3q27
-1.820951144426,5.44376785990103,13.641381268581,0.000316326356926142,0.0232647014632176,MER101_3q27.2,ADVANCED_LIMITED,chr3,184981341,184981630,MER101,3q27
-1.820951144426,5.44376785990103,13.641381268581,0.000316326356926142,0.0232647014632176,MER101_3q27.2,ADVANCED_LIMITED,chr3,184981937,184982186,MER101,3q27
-1.820951144426,5.44376785990103,13.641381268581,0.000316326356926142,0.0232647014632176,MER101_3q27.2,ADVANCED_LIMITED,chr3,184983300,184983500,MER101,3q27
1.80484583182832,8.43330300828076,13.6326380722958,0.000317670622389317,0.0232647014632176,HML2_8p23.1f,ADVANCED_LIMITED,chr8,12318731,12324980,HML2,8p23
1.80484583182832,8.43330300828076,13.6326380722958,0.000317670622389317,0.0232647014632176,HML2_8p23.1f,ADVANCED_LIMITED,chr8,12318731,12326007,HML2,8p23
1.80484583182832,8.43330300828076,13.6326380722958,0.000317670622389317,0.0232647014632176,HML2_8p23.1f,ADVANCED_LIMITED,chr8,12324980,12326007,HML2,8p23
-1.79876272067393,4.95429639278515,13.565665292356,0.000328163208671434,0.0236848228867209,HML1_16p12.3b,ADVANCED_LIMITED,chr16,20658213,20658670,HML1,16p12
-1.79876272067393,4.95429639278515,13.565665292356,0.000328163208671434,0.0236848228867209,HML1_16p12.3b,ADVANCED_LIMITED,chr16,20658213,20659474,HML1,16p12
-1.79876272067393,4.95429639278515,13.565665292356,0.000328163208671434,0.0236848228867209,HML1_16p12.3b,ADVANCED_LIMITED,chr16,20658673,20658850,HML1,16p12
-1.79876272067393,4.95429639278515,13.565665292356,0.000328163208671434,0.0236848228867209,HML1_16p12.3b,ADVANCED_LIMITED,chr16,20658925,20659058,HML1,16p12
-1.79876272067393,4.95429639278515,13.565665292356,0.000328163208671434,0.0236848228867209,HML1_16p12.3b,ADVANCED_LIMITED,chr16,20659061,20659474,HML1,16p12
-1.71802547131957,4.98014522555711,13.5353768235393,0.000333024132160856,0.0236922882594437,ERVLE_11q24.3e,ADVANCED_LIMITED,chr11,129501440,129502395,ERVLE,11q24
-1.71802547131957,4.98014522555711,13.5353768235393,0.000333024132160856,0.0236922882594437,ERVLE_11q24.3e,ADVANCED_LIMITED,chr11,129501440,129503439,ERVLE,11q24
-1.71802547131957,4.98014522555711,13.5353768235393,0.000333024132160856,0.0236922882594437,ERVLE_11q24.3e,ADVANCED_LIMITED,chr11,129502752,129503115,ERVLE,11q24
-1.71802547131957,4.98014522555711,13.5353768235393,0.000333024132160856,0.0236922882594437,ERVLE_11q24.3e,ADVANCED_LIMITED,chr11,129503257,129503439,ERVLE,11q24
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157411500,157412146,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157411500,157418722,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157412146,157415017,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157415197,157415227,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157416636,157417218,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157417216,157418067,PABLA,1q23
-2.02351089248553,5.20847005823701,13.4536883496162,0.000346504256511803,0.0240254049616101,PABLA_1q23.1b,ADVANCED_LIMITED,chr1,157418069,157418722,PABLA,1q23
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44151803,44152158,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44151803,44159736,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44152158,44152303,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44154563,44157829,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44157831,44158067,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44158054,44159001,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44159048,44159391,MER61,5p12a
-1.30733552599806,6.78256603722633,13.4370525155617,0.000349317124082209,0.0240254049616101,MER61_5p12a,ADVANCED_LIMITED,chr5,44159391,44159736,MER61,5p12a
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35126081,35126534,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35126081,35134137,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35126534,35127006,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35127037,35127518,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35127607,35127937,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35128250,35128832,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35129135,35129391,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35129619,35129760,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35130052,35131091,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35131391,35132432,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35132727,35133758,MER4,9p13
-1.94415808543657,5.68072641651239,13.4202630563607,0.000352179630963361,0.0240254049616101,MER4_9p13.3c,ADVANCED_LIMITED,chr9,35133759,35134137,MER4,9p13
-1.92499951493013,5.26131701998879,13.3402646482029,0.000366151748121745,0.0246410230492742,HUERSP3_6q25.1,ADVANCED_LIMITED,chr6,149869366,149869753,HUERSP3,6q25
-1.92499951493013,5.26131701998879,13.3402646482029,0.000366151748121745,0.0246410230492742,HUERSP3_6q25.1,ADVANCED_LIMITED,chr6,149869366,149872250,HUERSP3,6q25
-1.92499951493013,5.26131701998879,13.3402646482029,0.000366151748121745,0.0246410230492742,HUERSP3_6q25.1,ADVANCED_LIMITED,chr6,149869746,149871245,HUERSP3,6q25
-1.92499951493013,5.26131701998879,13.3402646482029,0.000366151748121745,0.0246410230492742,HUERSP3_6q25.1,ADVANCED_LIMITED,chr6,149871544,149871712,HUERSP3,6q25
-1.92499951493013,5.26131701998879,13.3402646482029,0.000366151748121745,0.0246410230492742,HUERSP3_6q25.1,ADVANCED_LIMITED,chr6,149871870,149872250,HUERSP3,6q25
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118018499,118018963,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118018499,118025707,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118018963,118019703,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118020016,118021771,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118022078,118023532,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118023530,118023673,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118023976,118025251,HERVP71A,Xq24
-1.90463458927411,5.68287812984933,13.2800623014435,0.000377039023662783,0.0250032653025546,HERVP71A_Xq24,ADVANCED_LIMITED,chrX,118025251,118025707,HERVP71A,Xq24
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60188960,60189197,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60188960,60192202,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60189483,60189647,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60189649,60189938,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60189965,60190321,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60190321,60191292,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60191284,60192087,ERVLB4,11q12
1.62285602122087,5.67084297640881,13.2554976792714,0.000381575936344207,0.0250032653025546,ERVLB4_11q12.2a,ADVANCED_LIMITED,chr11,60192087,60192202,ERVLB4,11q12
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29720089,29720727,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29720089,29727079,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29720727,29720997,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29721502,29721811,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29721796,29722690,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29723011,29723224,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29723541,29724336,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29725932,29726719,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29726710,29726829,HUERSP3B,16p11
-2.06195907983244,7.0605989485693,13.1943860719243,0.000393106476963581,0.0254242890295926,HUERSP3B_16p11.2a,ADVANCED_LIMITED,chr16,29726823,29727079,HUERSP3B,16p11
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60255877,60256259,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60255877,60262883,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60256259,60256635,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60256937,60257623,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60257936,60258189,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60258573,60259065,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60259780,60260372,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60260684,60261057,ERV316A3,17q23
-1.77095983324307,6.41126193261707,13.0994540441333,0.000411729180351683,0.0262873245916843,ERV316A3_17q23.2a,ADVANCED_LIMITED,chr17,60262493,60262883,ERV316A3,17q23
1.56515300804083,5.99131343619337,12.9974062870245,0.000432755833328538,0.0272800512655205,MER101_1q24.3a,ADVANCED_LIMITED,chr1,172764830,172765328,MER101,1q24
1.56515300804083,5.99131343619337,12.9974062870245,0.000432755833328538,0.0272800512655205,MER101_1q24.3a,ADVANCED_LIMITED,chr1,172764830,172768168,MER101,1q24
1.56515300804083,5.99131343619337,12.9974062870245,0.000432755833328538,0.0272800512655205,MER101_1q24.3a,ADVANCED_LIMITED,chr1,172765328,172767415,MER101,1q24
1.56515300804083,5.99131343619337,12.9974062870245,0.000432755833328538,0.0272800512655205,MER101_1q24.3a,ADVANCED_LIMITED,chr1,172767401,172768168,MER101,1q24
-1.56108281607199,7.3962420816168,12.8870404704423,0.000456735274066615,0.0284317708106468,HERVL_6q11.1b,ADVANCED_LIMITED,chr6,62828438,62828943,HERVL,6q11
-1.56108281607199,7.3962420816168,12.8870404704423,0.000456735274066615,0.0284317708106468,HERVL_6q11.1b,ADVANCED_LIMITED,chr6,62828438,62832660,HERVL,6q11
-1.56108281607199,7.3962420816168,12.8870404704423,0.000456735274066615,0.0284317708106468,HERVL_6q11.1b,ADVANCED_LIMITED,chr6,62828943,62832660,HERVL,6q11
2.01828392804989,6.99778756183246,12.8478448119712,0.000465574739599109,0.0286242247309082,ERV316A3_4q13.3d,ADVANCED_LIMITED,chr4,75986899,75987296,ERV316A3,4q13
2.01828392804989,6.99778756183246,12.8478448119712,0.000465574739599109,0.0286242247309082,ERV316A3_4q13.3d,ADVANCED_LIMITED,chr4,75986899,75988691,ERV316A3,4q13
2.01828392804989,6.99778756183246,12.8478448119712,0.000465574739599109,0.0286242247309082,ERV316A3_4q13.3d,ADVANCED_LIMITED,chr4,75987362,75988364,ERV316A3,4q13
2.01828392804989,6.99778756183246,12.8478448119712,0.000465574739599109,0.0286242247309082,ERV316A3_4q13.3d,ADVANCED_LIMITED,chr4,75988412,75988691,ERV316A3,4q13
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32052386,32053310,MER4,16p11
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32052386,32057369,MER4,16p11
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32053372,32054405,MER4,16p11
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32054682,32056895,MER4,16p11
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32057263,32057305,MER4,16p11
1.69056746853812,5.95451305424341,12.7544633421654,0.000487346008330439,0.0295973551400681,MER4_16p11.2a,ADVANCED_LIMITED,chr16,32057306,32057369,MER4,16p11
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31740771,31741236,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31740771,31750033,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31741239,31741712,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31741836,31742207,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31743717,31743867,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31744150,31744316,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31744619,31744675,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31744983,31745357,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31745668,31745861,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31746308,31746930,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31747271,31747722,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31748005,31748622,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31748915,31749564,MER4,14q12b
-1.52839730627771,6.6618489727772,12.7272933802861,0.000493874011731098,0.0296324407038659,MER4_14q12b,ADVANCED_LIMITED,chr14,31749570,31750033,MER4,14q12b
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9672057,9672785,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9672057,9676888,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9672785,9673422,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9673716,9673743,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9674064,9674367,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9674661,9674939,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9675261,9675278,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9675733,9675849,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9676124,9676539,HUERSP1,3p25
-1.7501786814275,6.77933836657857,12.6595710889455,0.000510537409966883,0.0297430381368135,HUERSP1_3p25.3b,ADVANCED_LIMITED,chr3,9676849,9676888,HUERSP1,3p25
-1.2924991435997,7.35052240307512,12.639829914867,0.000515502249582996,0.0297430381368135,HERVH_7q31.31d,ADVANCED_LIMITED,chr7,120955433,120955873,HERVH,7q31
-1.2924991435997,7.35052240307512,12.639829914867,0.000515502249582996,0.0297430381368135,HERVH_7q31.31d,ADVANCED_LIMITED,chr7,120955433,120961347,HERVH,7q31
